full_name,html_url,description,first_seen_at,last_seen_at,merged_tags_json,language,stars,forks,open_issues,updated_at,license_spdx,topics_json
MysterionRise/ai-engineering-hub,https://github.com/MysterionRise/ai-engineering-hub,"Production-grade AI engineering patterns, examples, and best practices for building LLM-powered applications",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,1,1,5,2026-02-04T20:26:44Z,MIT,"[""agents"", ""ai"", ""anthropic"", ""llm"", ""machine-learning"", ""openai"", ""python"", ""rag""]"
Arm-Examples/ML-examples,https://github.com/Arm-Examples/ML-examples,Arm Machine Learning tutorials and examples,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,481,210,49,2026-02-05T07:19:59Z,Apache-2.0,"[""arm"", ""deep-learning"", ""deep-neural-networks"", ""machine-learning"", ""ml"", ""neural-network"", ""python"", ""raspberry-pi"", ""raspberry-pi-3""]"
tbepler/topaz,https://github.com/tbepler/topaz,Pipeline for particle picking in cryo-electron microscopy images using convolutional neural networks trained from positive and unlabeled examples. Also featuring micrograph and tomogram denoising with DNNs.,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,205,72,26,2026-02-14T23:52:07Z,GPL-3.0,"[""cnn"", ""cryo-em"", ""cryoem"", ""denoising"", ""machine-learning"", ""object-detection"", ""particle-picking"", ""positive-unlabeled"", ""pytorch"", ""topaz"", ""topaz-denoise"", ""topaz-em""]"
redis-developer/redis-ai-resources,https://github.com/redis-developer/redis-ai-resources,"✨ A curated list of awesome community resources, integrations, and examples of Redis in the AI ecosystem.",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,423,67,16,2026-02-16T12:33:58Z,MIT,"[""ai"", ""awesome-list"", ""ecosystem"", ""feature-store"", ""machine-learning"", ""redis"", ""vector-database"", ""vector-search""]"
marimo-team/examples,https://github.com/marimo-team/examples,"A curated collection of example marimo notebooks — use these as templates for your own experiments, workflows, and tools.",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,63,8,2,2026-02-09T12:20:42Z,MIT,"[""ai"", ""data-engineering"", ""data-science"", ""examples"", ""machine-learning"", ""marimo"", ""notebooks"", ""python""]"
optuna/optuna-examples,https://github.com/optuna/optuna-examples,Examples for https://github.com/optuna/optuna,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,834,193,2,2026-02-16T08:42:48Z,MIT,"[""distributed"", ""examples"", ""hacktoberfest"", ""hyperparameter-optimization"", ""machine-learning"", ""parallel"", ""python""]"
maciejkepa/ai-ml-in-practice,https://github.com/maciejkepa/ai-ml-in-practice,"Repository for AI/ML in Practice series materials: real-world examples, notebooks, diagrams, and code showing data prep, model training, MLOps, and generative AI in action",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,4,1,0,2026-01-22T07:35:10Z,NOASSERTION,"[""ai"", ""ai-workshop"", ""data-pipeline"", ""data-science"", ""databricks"", ""deep-learning"", ""education"", ""feature-engineering"", ""generative-ai"", ""llm"", ""machine-learning"", ""mlflow"", ""mlops"", ""model-deployment"", ""pyspark"", ""python""]"
anshajk/python-frameworks,https://github.com/anshajk/python-frameworks,Curated collection of powerful Python frameworks across different domains with examples,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,1,5,1,2026-01-18T15:31:21Z,,"[""deep-learning"", ""machine-learning"", ""python"", ""python-library"", ""python3"", ""tutorial""]"
aws-neuron/aws-neuron-samples,https://github.com/aws-neuron/aws-neuron-samples,Example code for AWS Neuron SDK developers building inference and training applications,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,157,47,16,2026-02-04T07:31:43Z,NOASSERTION,"[""deep-learning"", ""machine-learning"", ""pytorch"", ""tensorflow""]"
Trhova/Causal-Microbiome-Omics,https://github.com/Trhova/Causal-Microbiome-Omics,"Plain-language guide to causal inference for microbiome & multi-omics: DAGs/backdoor, confounders vs mediators/colliders, causal mediation (ACME/ADE/Total), and Double Machine Learning (DML) with toy examples + code.",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,14,3,0,2026-02-04T23:51:18Z,,"[""causal-inference"", ""double-machine-learning"", ""mediation-analysis"", ""microbiome-multiomics""]"
adeanggins/oil-and-gas-portfolio-examples,https://github.com/adeanggins/oil-and-gas-portfolio-examples,"Leveraging Data Science for the Energy Sector: A comprehensive portfolio of Python and SQL solutions driving efficiency in exploration, production, and asset optimization.",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,2,4,0,2026-01-15T14:47:28Z,MIT,"[""data-science"", ""geoscience"", ""machine-learning"", ""oil-and-gas"", ""petroleum-engineering"", ""predictive-modeling"", ""python"", ""regression-analysis"", ""reservoir-engineering""]"
strands-agents/agent-builder,https://github.com/strands-agents/agent-builder,"An example agent demonstrating streaming, tool use, and interactivity from your terminal. This agent builder can help you to build your own agents and tools.",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,381,81,6,2026-02-13T19:24:31Z,Apache-2.0,"[""agentic"", ""agentic-ai"", ""agents"", ""ai"", ""anthropic"", ""autonomous-agents"", ""bedrock"", ""genai"", ""litellm"", ""llama"", ""llm"", ""machine-learning"", ""mcp"", ""multi-agent-systems"", ""ollama"", ""openai"", ""opentelemetry"", ""python"", ""strands-agents""]"
saturncloud/examples,https://github.com/saturncloud/examples,Example projects for getting started with Saturn Cloud,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,17,12,11,2026-01-13T11:15:26Z,BSD-3-Clause,"[""data-science"", ""machine-learning"", ""python"", ""saturn-cloud""]"
jkmaina/huggingface_book,https://github.com/jkmaina/huggingface_book,"This repository contains all the code examples, projects, and resources used in ""The Complete Hugging Face Blueprint"" book. The book provides a comprehensive guide to using Hugging Face's ecosystem for natural language processing, computer vision, and other machine learning tasks.",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,6,2,0,2026-01-10T10:32:42Z,,"[""hugging-face"", ""huggingface"", ""huggingface-datasets"", ""huggingface-spaces"", ""huggingface-transformers""]"
SciML/DiffEqProblemLibrary.jl,https://github.com/SciML/DiffEqProblemLibrary.jl,A library of premade problems for examples and testing differential equation solvers and other SciML scientific machine learning tools,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Julia,90,39,12,2026-01-22T15:09:38Z,NOASSERTION,"[""dae"", ""dde"", ""differential-equations"", ""differentialequations"", ""neural-differential-equations"", ""neural-ode"", ""ode"", ""scientific-machine-learning"", ""sciml"", ""sde"", ""stochastic-differential-equations""]"
EasonYD88/Compuchem_selflearn_resources,https://github.com/EasonYD88/Compuchem_selflearn_resources,"A structured, community-driven learning hub for computational chemistry, covering foundations, methods, tools, practical workflows, and hands-on examples to help learners build a clear and systematic understanding of the field.",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",,35,3,0,2026-02-17T02:13:18Z,MIT,"[""computational-chemistry"", ""deep-learning"", ""dft-calculations"", ""drug-design"", ""drug-discovery"", ""machine-learning"", ""molecular-dynamics-simulation""]"
ozlemkorpe/machine-learning-with-matlab,https://github.com/ozlemkorpe/machine-learning-with-matlab,"A comprehensive MATLAB-based machine learning project covering data preprocessing, dimensionality reduction, supervised and unsupervised learning algorithms, model evaluation, and validation techniques with practical examples.",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",MATLAB,8,3,0,2026-01-04T20:02:17Z,,"[""decision-trees"", ""discriminant-analysis"", ""ensemble"", ""kfold-cross-validation"", ""knearest-neighbor-algorithm"", ""machine-learning"", ""matlab"", ""naive-bayes"", ""support-vector-machines""]"
Trhova/Multi-omics,https://github.com/Trhova/Multi-omics,"Intuitive guide to multi-omics integration with toy examples: supervised latent components (DIABLO), unsupervised shared/partial/unique structure (DIVAS), VAEs/conditional VAEs, and key baselines (MOFA, JIVE, SNF) with practical tips + code.",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,75,11,1,2026-02-02T19:28:31Z,,"[""bioinformatics"", ""data-integration"", ""diablo"", ""latent-variables"", ""machine-learning"", ""microbiome"", ""multiomics"", ""variational-autoencoder""]"
lazyprogrammer/machine_learning_examples,https://github.com/lazyprogrammer/machine_learning_examples,A collection of machine learning examples and tutorials.,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,8822,6447,33,2026-02-19T03:55:09Z,,"[""data-science"", ""deep-learning"", ""machine-learning"", ""natural-language-processing"", ""python"", ""reinforcement-learning""]"
vishalmysore/AI,https://github.com/vishalmysore/AI,"Explore the forefront of AI innovation with this dedicated repository, housing cutting-edge examples and implementations. Dive into the latest advancements, stay ahead with groundbreaking applications, and harness the power of state-of-the-art models and techniques. Elevate your understanding of artificial intelligence through hands-on work",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,12,4,0,2025-12-14T21:37:40Z,,"[""ai"", ""artificial-intelligence"", ""genai"", ""machine-learning""]"
explosion/ml-datasets,https://github.com/explosion/ml-datasets,🌊 Machine learning dataset loaders for testing and example scripts,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,47,16,0,2025-12-12T18:10:01Z,MIT,"[""datasets"", ""machine-learning"", ""machine-learning-datasets"", ""spacy"", ""testing"", ""thinc""]"
cdslaborg/paramontex,https://github.com/cdslaborg/paramontex,"This is a repository for the ParaMonte library examples. For more information, visit:",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,6,7,1,2025-12-04T02:17:24Z,NOASSERTION,"[""bayesian"", ""bayesian-inference"", ""bayesian-methods"", ""bayesian-optimization"", ""bayesian-statistics"", ""c"", ""cpp"", ""dram"", ""fortran"", ""fortran2018"", ""machine-learning"", ""markov-chain"", ""matlab"", ""mcmc"", ""mcmc-methods"", ""mcmc-sampler"", ""parallel"", ""paramonte-library"", ""python"", ""visualization""]"
bethgelab/foolbox,https://github.com/bethgelab/foolbox,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX",2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,2937,434,29,2026-02-14T21:39:51Z,MIT,"[""adversarial-attacks"", ""adversarial-examples"", ""jax"", ""keras"", ""machine-learning"", ""python"", ""pytorch"", ""tensorflow""]"
ijcruic/rapid-ai-prototyping,https://github.com/ijcruic/rapid-ai-prototyping,Code repository for examples of implementing quick machine learning solutions to real-world problems,2026-02-19T05:04:39Z,2026-02-19T05:04:39Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,8,2,0,2025-12-04T16:52:09Z,Apache-2.0,"[""agentic-ai"", ""data-science"", ""educational"", ""machine-learning""]"
gbazad93/PyQt6-DataWizard,https://github.com/gbazad93/PyQt6-DataWizard,"Explore the evolving world of PyQt6 through 'PyQt6-DataWizard,' a step-by-step guide featuring progressive examples from basic data handling to advanced machine learning integration. Perfect for learners and professionals seeking practical PyQt6 applications.",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,26,1,0,2025-11-30T04:05:59Z,,"[""data-handling-and-visualization"", ""gui-development"", ""machine-learning-models"", ""machinelearning"", ""open-source"", ""pyqt6"", ""python"", ""step-by-step"", ""tutorial"", ""user-interface""]"
mxgmn/WaveFunctionCollapse,https://github.com/mxgmn/WaveFunctionCollapse,Bitmap & tilemap generation from a single example with the help of ideas from quantum mechanics,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",C#,24685,1316,10,2026-02-18T21:13:41Z,NOASSERTION,"[""algorithm"", ""csharp"", ""gamedev"", ""machine-learning"", ""procedural-generation"", ""wfc""]"
cfoh/Multi-Armed-Bandit-Example,https://github.com/cfoh/Multi-Armed-Bandit-Example,"Learning Multi-Armed Bandits by Examples. Currently covering MAB, UCB, Boltzmann Exploration, Thompson Sampling, Contextual MAB, LinUCB, Deep MAB.",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,44,7,0,2026-01-19T07:09:41Z,MIT,"[""machine-learning"", ""multi-armed-bandits"", ""recommendation-system"", ""reinforcement-learning""]"
Zheng-Meng/Dynamical-Systems-Control-with-Machine-Learning,https://github.com/Zheng-Meng/Dynamical-Systems-Control-with-Machine-Learning,"Controlling dynamical systems by reservoir computing, with chaotic Lorenz system as an example. The goal is to control it to a periodic orbit.",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",MATLAB,2,1,0,2026-01-30T18:03:14Z,Apache-2.0,"[""chaos"", ""control"", ""dynamical-systems"", ""machine-learning"", ""reservoir-computing""]"
trekhleb/machine-learning-octave,https://github.com/trekhleb/machine-learning-octave,🤖 MatLab/Octave examples of popular machine learning algorithms with code examples and mathematics being explained,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",MATLAB,894,249,0,2026-02-16T09:54:50Z,MIT,"[""clustering"", ""linear-regression"", ""machine-learning"", ""matlab"", ""neural-network"", ""neural-networks"", ""octave"", ""prediction"", ""regression""]"
trekhleb/homemade-machine-learning,https://github.com/trekhleb/homemade-machine-learning,🤖 Python examples of popular machine learning algorithms with interactive Jupyter demos and math being explained,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,24256,4162,28,2026-02-19T03:55:14Z,MIT,"[""algorithm"", ""jupyter"", ""jupyter-notebook"", ""machine-learning"", ""machine-learning-algorithms"", ""machinelearning"", ""python""]"
Mahdi-hasan-shuvo/ML-opensource-project,https://github.com/Mahdi-hasan-shuvo/ML-opensource-project,"is an open source repository focused on providing practical and educational machine learning resources. The project aims to make learning and applying machine learning more accessible through well-documented code, tutorials, and real-world examples.",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",HTML,10,1,0,2025-11-19T17:38:40Z,,"[""cuda"", ""machine-learning"", ""machine-learning-algorithms"", ""ml-projects"", ""open-source"", ""python""]"
NatLibFi/Annif-tutorial,https://github.com/NatLibFi/Annif-tutorial,"Instructions, exercises and example data sets for Annif hands-on tutorial",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,43,18,1,2025-11-21T17:14:03Z,CC-BY-4.0,"[""annif"", ""code4lib"", ""glam"", ""machine-learning"", ""multilabel-classification"", ""open-educational-resources"", ""subject-indexing"", ""text-classification"", ""tutorial"", ""workshop""]"
sbercloud-ai/aicloud-examples,https://github.com/sbercloud-ai/aicloud-examples,Примеры distributed machine learning с помощью сервиса AICloud,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,37,12,2,2026-02-09T12:22:06Z,MIT,"[""deep-learning"", ""examples"", ""gpu"", ""machine-learning"", ""notebooks"", ""pytorch"", ""tensorflow"", ""tutorials""]"
Snowflake-Labs/snowpark-python-demos,https://github.com/Snowflake-Labs/snowpark-python-demos,This repository provides various demos/examples of using Snowpark for Python.,2026-02-19T05:04:43Z,2026-02-19T05:09:14Z,"{""method"": [""dem"", ""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,289,164,4,2026-02-10T15:30:36Z,Apache-2.0,"[""dataengineering"", ""datascience"", ""machine-learning"", ""python"", ""snowpark""]"
tahamsi/computer-vision,https://github.com/tahamsi/computer-vision,"This repository, provides a comprehensive collection of hands-on examples in computer vision, covering key techniques like object detection, image classification, semantic segmentation, generative models, transfer learning, and foundation models.",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,3,3,0,2025-11-13T10:25:16Z,MIT,"[""foundation-models"", ""generative-models"", ""image-classification"", ""image-representation"", ""image-segmentation"", ""machine-learning"", ""object-detection"", ""object-tracking""]"
umitkacar/pytorch-interactive-learning,https://github.com/umitkacar/pytorch-interactive-learning,Professional PyTorch CLI learning tool with 24 comprehensive lessons - From tensor basics to ExecutorTorch deployment with interactive examples,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Python,4,3,0,2025-11-13T03:24:19Z,MIT,"[""adaptive-learning"", ""ai-education"", ""ai-tutoring"", ""beginner-friendly"", ""code-first"", ""computer-vision"", ""deep-learning"", ""google-colab"", ""hands-on-learning"", ""interactive-notebooks"", ""jupyter"", ""machine-learning"", ""ml-education"", ""neural-networks"", ""nlp"", ""personalized-learning"", ""practical-ai"", ""pytorch"", ""pytorch-tutorials"", ""transformers""]"
emhayki/ML,https://github.com/emhayki/ML,Machine learning study notes and examples.,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,5,1,0,2025-12-03T08:55:21Z,MIT,"[""data-science"", ""machine-learning""]"
TabArena/tabarena_benchmarking_examples,https://github.com/TabArena/tabarena_benchmarking_examples,See https://github.com/autogluon/tabarena for the newest exampels!,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",,15,5,0,2025-11-05T12:36:34Z,,"[""benchmarking"", ""machine-learning"", ""tabarena"", ""tabular-data""]"
roddar92/linguistics_problems,https://github.com/roddar92/linguistics_problems,Natural language processing in examples and games,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,24,5,0,2025-11-05T12:04:45Z,,"[""computational-linguistics"", ""language-modeling"", ""linguistics"", ""machine-learning"", ""natural-language-processing"", ""natural-language-understanding"", ""nlp"", ""ontologies"", ""python""]"
STMicroelectronics/st-mems-machine-learning-core,https://github.com/STMicroelectronics/st-mems-machine-learning-core,"Examples, tutorials, and tools for the MLC, a dedicated core for machine learning processing embedded in STMicroelectronics MEMS sensors.",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",MATLAB,16,1,0,2026-01-07T17:08:59Z,BSD-3-Clause,"[""decision-tree"", ""machine-learning"", ""machine-learning-core"", ""mems-sensors"", ""mlc"", ""stmicroelectronics""]"
Jason2Brownlee/MachineLearningMischief,https://github.com/Jason2Brownlee/MachineLearningMischief,Machine Learning Mischief: Examples from the dark side of data science,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",,58,5,0,2025-12-01T05:16:57Z,,"[""data-science"", ""ethics"", ""hacking"", ""machine-learning"", ""statistics""]"
api4ai/img-anonymization-examples,https://github.com/api4ai/img-anonymization-examples,"API4AI is cloud-native computer vision & AI platform for startups, enterprises and individual developers. This repository contains sample mini apps that utilizes Image Anonymization API provided by API4AI.",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",JavaScript,3,0,0,2025-10-24T14:11:40Z,MIT,"[""ai"", ""api"", ""api4ai"", ""automation"", ""computer-vision"", ""image-processing"", ""javascript"", ""js"", ""machine-learning"", ""nodejs"", ""python"", ""shell"", ""web""]"
api4ai/general-det-examples,https://github.com/api4ai/general-det-examples,"API4AI is cloud-native computer vision & AI platform for startups, enterprises and individual developers. This repository contains sample mini apps that utilizes Object Detection API provided by API4AI.",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",HTML,12,2,0,2025-10-24T14:01:28Z,MIT,"[""ai"", ""api"", ""api4ai"", ""automation"", ""computer-vision"", ""image-processing"", ""javascript"", ""js"", ""machine-learning"", ""nodejs"", ""python"", ""shell"", ""web""]"
api4ai/ocr-examples,https://github.com/api4ai/ocr-examples,"API4AI is cloud-native computer vision & AI platform for startups, enterprises and individual developers. This repository contains sample mini apps that utilizes OCR API provided by API4AI.",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",HTML,11,1,0,2025-10-24T13:58:16Z,MIT,"[""ai"", ""api"", ""api4ai"", ""automation"", ""computer-vision"", ""image-processing"", ""javascript"", ""js"", ""machine-learning"", ""nodejs"", ""python"", ""shell"", ""web""]"
Kevinobote/From-Predictive-to-Generative-AI,https://github.com/Kevinobote/From-Predictive-to-Generative-AI,60-minute hands-on workshop demonstrating the paradigm shift from traditional Machine Learning to modern Generative AI through practical coding examples.,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,1,1,0,2025-10-22T14:41:39Z,,"[""ai"", ""chatbot"", ""genai"", ""ml""]"
walters-labs/natural-language-processing,https://github.com/walters-labs/natural-language-processing,"NLP projects and examples - sentiment analysis, topic modeling, keyword extraction, and more",2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,3,1,0,2026-01-03T08:25:50Z,MIT,"[""machine-learning"", ""nlp"", ""sentiment-analysis"", ""text-classification"", ""word2vec""]"
SAP-samples/ai-core-samples,https://github.com/SAP-samples/ai-core-samples,The SAP AI Core sample workflow templates and example machine learning notebooks using SAP AI Core SDK calls will help you get started with the product and understand how to productize a ML use case using SAP AI Core.,2026-02-19T05:04:43Z,2026-02-19T05:04:43Z,"{""method"": [""machine-learning""], ""intent"": [""examples""]}",Jupyter Notebook,80,44,6,2026-02-10T23:45:24Z,Apache-2.0,"[""ai"", ""artificial-intelligence"", ""business-intelligence"", ""machine-learning"", ""sample"", ""sample-code"", ""sap-ai-core"", ""sap-ai-core-sdk"", ""services"", ""templates"", ""workflow""]"
